subjectAuthorizedFormOfName,relationType,objectAuthorizedFormOfName,description,date,startDate,endDate,culture
"Paulo Roberto Cunha",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Eduardo Bomfim",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Genebaldo Correia",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Henrique Eduardo Alves",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Jorge Leite",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Jutahy Júnior",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Maurício Pádua",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Osvaldo Macedo",associativo,"Subcomissão do Poder Executivo","Titular da Subcomissão",,,,pt_BR
"Adolfo Oliveira",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Wagner Lago",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Del Bosco Amaral",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Djenal Gonçalves",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Gustavo de Faria",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Haroldo Sabóia",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Arolde de Oliveira",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Fausto Rocha",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Messias Góis",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Adhemar de Barros Filho",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Humberto Lucena",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Ibsen Pinheiro",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Ivo Mainardi",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"João Carlos Bacelar",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"José Carlos Martinez",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Lélio Souza",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Nestor Duarte",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Jesus Tajra",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Edison Lobão",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Suplente da Subcomissão",,,,pt_BR
"Ronaro Corrêa",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Titular da Subcomissão",,,,pt_BR
"Jairo Carneiro",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","1° Vice-Presidente da Subcomissão",,,,pt_BR
"Plínio Martins",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","2° Vice-Presidente da Subcomissão",,,,pt_BR
"Plínio Arruda Sampaio",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Relator da Subcomissão",,,,pt_BR
"Leite Chaves",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Titular da Subcomissão",,,,pt_BR
"Leopoldo Peres",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Titular da Subcomissão",,,,pt_BR
"Carlos Vinagre",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Titular da Subcomissão",,,,pt_BR
"Francisco Amaral",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Titular da Subcomissão",,,,pt_BR
"Michel Temer",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Titular da Subcomissão",,,,pt_BR
"José Costa",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Presidente da Subcomissão",,,,pt_BR
"Vinícius Cansanção",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Titular da Subcomissão",,,,pt_BR
"Maurício Corrêa",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Titular da Subcomissão",,,,pt_BR
"Sílvio Abreu",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Titular da Subcomissão",,,,pt_BR
"Moysés Pimentel",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Titular da Subcomissão",,,,pt_BR
"Nilso Sguarezi",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Titular da Subcomissão",,,,pt_BR
"Raul Ferraz",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Titular da Subcomissão",,,,pt_BR
"Paes Landim",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Titular da Subcomissão",,,,pt_BR
"José Lourenço",associativo,"Subcomissão do Poder Judiciário e do Ministério Público","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Valter Pereira","Suplente da Comissão",,,,pt_BR
"Subcomissão de Garantia da Constituição Reformas e Emendas",associativo,"Valter Pereira","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Valter Pereira","Titular da Comissão",,,,pt_BR
"Subcomissão da Política Agrícola e Fundiária e da Reforma Agrária",associativo,"Valter Pereira","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Vasco Alves","Suplente da Comissão",,,,pt_BR
"Subcomissão da União Distrito Federal e Territórios",associativo,"Vasco Alves","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Vasco Alves","Titular da Comissão",,,,pt_BR
"Subcomissão dos Direitos dos Trabalhadores e Servidores Públicos",associativo,"Vasco Alves","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Vicente Bogo","Titular da Comissão",,,,pt_BR
"Subcomissão da Política Agrícola e Fundiária e da Reforma Agrária",associativo,"Vicente Bogo","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Victor Faccioni","Titular da Comissão",,,,pt_BR
"Subcomissão do Poder Legislativo",associativo,"Victor Faccioni","Titular da Subcomissão",,,,pt_BR
"Subcomissão do Sistema Financeiro",associativo,"Victor Fontana","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Victor Fontana","Titular da Comissão",,,,pt_BR
"Subcomissão da Política Agrícola e Fundiária e da Reforma Agrária",associativo,"Victor Fontana","Titular da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Victor Fontana","Suplente da Comissão",,,,pt_BR
"Subcomissão de Tributos Participação e Distribuição das Receitas",associativo,"Vieira da Silva","Titular da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Vieira da Silva","Suplente da Comissão",,,,pt_BR
"Subcomissão da Ciência e Tecnologia e da Comunicação",associativo,"Vieira da Silva","Suplente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Vieira da Silva","Titular da Comissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Vilson Souza","Titular da Comissão",,,,pt_BR
"Subcomissão da União Distrito Federal e Territórios",associativo,"Vilson Souza","Titular da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Vingt Rosado","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Direitos Políticos dos Direitos Coletivos e das Garantias",associativo,"Vingt Rosado","Suplente da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Vingt Rosado","Titular da Comissão",,,,pt_BR
"Subcomissão da Família do Menor e do Idoso",associativo,"Vingt Rosado","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Vinícius Cansanção","Titular da Comissão",,,,pt_BR
"Subcomissão do Poder Judiciário e do Ministério Público",associativo,"Vinícius Cansanção","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Vinícius Cansanção","Suplente da Comissão",,,,pt_BR
"Subcomissão da Política Agrícola e Fundiária e da Reforma Agrária",associativo,"Vinícius Cansanção","Suplente da Subcomissão",,,,pt_BR
"Subcomissão do Sistema Financeiro",associativo,"Virgildásio de Senna","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Virgildásio de Senna","Titular da Comissão",,,,pt_BR
"Subcomissão de Princípios Gerais Intervenção do Estado Regime da Propriedade do Subsolo e da Atividade Econômica",associativo,"Virgildásio de Senna","Relator da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Virgildásio de Senna","Suplente da Comissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Virgílio Galassi","Suplente da Comissão",,,,pt_BR
"Subcomissão do Poder Executivo",associativo,"Virgílio Galassi","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Virgílio Galassi","Titular da Comissão",,,,pt_BR
"Subcomissão da Política Agrícola e Fundiária e da Reforma Agrária",associativo,"Virgílio Galassi","Titular da Subcomissão",,,,pt_BR
"Subcomissão de Tributos Participação e Distribuição das Receitas",associativo,"Virgílio Guimarães","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Virgílio Guimarães","Suplente da Comissão",,,,pt_BR
"Subcomissão da Política Agrícola e Fundiária e da Reforma Agrária",associativo,"Virgílio Guimarães","Suplente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Virgílio Guimarães","Titular da Comissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Vítor Buaiz","Titular da Comissão",,,,pt_BR
"Subcomissão dos Municípios e Regiões",associativo,"Vítor Buaiz","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Vítor Buaiz","Suplente da Comissão",,,,pt_BR
"Subcomissão de Saúde Seguridade e do Meio Ambiente",associativo,"Vítor Buaiz","Suplente da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Vitor Trovão","Titular da Comissão",,,,pt_BR
"Subcomissão da Nacionalidade da Soberania e das Relações Internacionais",associativo,"Vitor Trovão","Titular da Comissão",,,,pt_BR
"Subcomissão de Orçamento e Fiscalização Financeira",associativo,"Vitor Trovão","Suplente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Vitor Trovão","Suplente da Comissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Vivaldo Barbosa","Titular da Comissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Vivaldo Barbosa","Suplente da Comissão",,,,pt_BR
"Subcomissão do Poder Legislativo",associativo,"Vivaldo Barbosa","Suplente da Subcomissão",,,,pt_BR
"Subcomissão do Poder Executivo",associativo,"Vivaldo Barbosa","1° Vice-Presidente da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Vladimir Palmeira","Suplente da Comissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Vladimir Palmeira","Titular da Comissão",,,,pt_BR
"Subcomissão de Princípios Gerais Intervenção do Estado Regime da Propriedade do Subsolo e da Atividade Econômica",associativo,"Vladimir Palmeira","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Wagner Lago","Titular da Comissão",,,,pt_BR
"Subcomissão da União Distrito Federal e Territórios",associativo,"Wagner Lago","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Wagner Lago","Suplente da Comissão",,,,pt_BR
"Subcomissão do Poder Judiciário e do Ministério Público",associativo,"Wagner Lago","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Waldeck Ornélas","Titular da Comissão",,,,pt_BR
"Subcomissão dos Municípios e Regiões",associativo,"Waldeck Ornélas","Titular da Subcomissão",,,,pt_BR
"Subcomissão de Tributos Participação e Distribuição das Receitas",associativo,"Waldeck Ornélas","Suplente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Waldeck Ornélas","Suplente da Comissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Waldyr Pugliesi","Titular da Comissão",,,,pt_BR
"Subcomissão do Sistema Eleitoral e Partidos Políticos",associativo,"Waldyr Pugliesi","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Waldyr Pugliesi","Suplente da Comissão",,,,pt_BR
"Subcomissão da Política Agrícola e Fundiária e da Reforma Agrária",associativo,"Waldyr Pugliesi","Suplente da Subcomissão",,,,pt_BR
"Subcomissão do Sistema Financeiro",associativo,"Walmor de Luca","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Walmor de Luca","Suplente da Comissão",,,,pt_BR
"Subcomissão da Questão Urbana e Transporte",associativo,"Walmor de Luca","Suplente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Walmor de Luca","Titular da Comissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Wilma Maia","Titular da Comissão",,,,pt_BR
"Subcomissão dos Direitos dos Trabalhadores e Servidores Públicos",associativo,"Wilma Maia","Titular da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Wilma Maia","Suplente da Comissão",,,,pt_BR
"Subcomissão da Família do Menor e do Idoso",associativo,"Wilma Maia","Suplente da Subcomissão",,,,pt_BR
"Subcomissão de Orçamento e Fiscalização Financeira",associativo,"Wilson Campos","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Wilson Campos","Suplente da Comissão",,,,pt_BR
"Subcomissão da Política Agrícola e Fundiária e da Reforma Agrária",associativo,"Wilson Campos","Suplente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Wilson Campos","Titular da Comissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Ziza Valadares","Titular da Comissão",,,,pt_BR
"Subcomissão dos Direitos Políticos dos Direitos Coletivos e das Garantias",associativo,"Ziza Valadares","Titular da Subcomissão",,,,pt_BR
"Subcomissão de Tributos Participação e Distribuição das Receitas",associativo,"Affonso Camargo","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Affonso Camargo","Suplente da Comissão",,,,pt_BR
"Subcomissão da Questão Urbana e Transporte",associativo,"Affonso Camargo","Suplente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Affonso Camargo","Titular da Comissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Albano Franco","2° Vice-Presidente da Comissão",,,,pt_BR
"Subcomissão de Princípios Gerais Intervenção do Estado Regime da Propriedade do Subsolo e da Atividade Econômica",associativo,"Albano Franco","Titular da Subcomissão",,,,pt_BR
